Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Royce O'Neale (36930194),Royce O'Neale,36930194,SF/PF/F/UTIL,5400,PHX@MIA 12/07/2024 08:00PM ET,PHX,24.51
C,Jonas Valanciunas (36930198),Jonas Valanciunas,36930198,C/UTIL,5300,DEN@WAS 12/07/2024 07:00PM ET,WAS,26.2
SG,Gradey Dick (36930200),Gradey Dick,36930200,SG/G/UTIL,5300,DAL@TOR 12/07/2024 07:30PM ET,TOR,27.57
SF,Bilal Coulibaly (36930207),Bilal Coulibaly,36930207,SF/F/UTIL,5200,DEN@WAS 12/07/2024 07:00PM ET,WAS,26.45
C,Daniel Gafford (36930205),Daniel Gafford,36930205,C/UTIL,5200,DAL@TOR 12/07/2024 07:30PM ET,DAL,26.32
C,Yves Missi (36930203),Yves Missi,36930203,C/UTIL,5200,OKC@NOP 12/07/2024 07:00PM ET,NOP,24.38
SF/PF,Sam Hauser (36930216),Sam Hauser,36930216,SF/PF/F/UTIL,5100,MEM@BOS 12/07/2024 08:00PM ET,BOS,18.03
SF,Saddiq Bey (36930213),Saddiq Bey,36930213,SF/F/UTIL,5100,DEN@WAS 12/07/2024 07:00PM ET,WAS,0
SG,Grayson Allen (36930210),Grayson Allen,36930210,SG/G/UTIL,5100,PHX@MIA 12/07/2024 08:00PM ET,PHX,19.60
SF/PF,Herbert Jones (36930220),Herbert Jones,36930220,SF/PF/F/UTIL,5100,OKC@NOP 12/07/2024 07:00PM ET,NOP,19.75
PG,Jrue Holiday (36930224),Jrue Holiday,36930224,PG/G/UTIL,5000,MEM@BOS 12/07/2024 08:00PM ET,BOS,25.91
PG/SF,Brandon Boston Jr. (36930227),Brandon Boston Jr.,36930227,PG/SF/F/G/UTIL,5000,OKC@NOP 12/07/2024 07:00PM ET,NOP,25.52
SG/SF,Quentin Grimes (36930232),Quentin Grimes,36930232,SG/SF/F/G/UTIL,4900,DAL@TOR 12/07/2024 07:30PM ET,DAL,18.08
SF/PF,Jaime Jaquez Jr. (36930241),Jaime Jaquez Jr.,36930241,SF/PF/F/UTIL,4900,PHX@MIA 12/07/2024 08:00PM ET,MIA,21.86
SG/SF,Klay Thompson (36930245),Klay Thompson,36930245,SG/SF/F/G/UTIL,4800,DAL@TOR 12/07/2024 07:30PM ET,DAL,22.64
PG/SG,Terry Rozier (36930259),Terry Rozier,36930259,PG/SG/G/UTIL,4700,PHX@MIA 12/07/2024 08:00PM ET,MIA,23.85
SF/PF,Ochai Agbaji (36930270),Ochai Agbaji,36930270,SF/PF/F/UTIL,4600,DAL@TOR 12/07/2024 07:30PM ET,TOR,24
SG/SF,Luguentz Dort (36930265),Luguentz Dort,36930265,SG/SF/F/G/UTIL,4600,OKC@NOP 12/07/2024 07:00PM ET,OKC,22.80
PG,Spencer Dinwiddie (36930274),Spencer Dinwiddie,36930274,PG/G/UTIL,4500,DAL@TOR 12/07/2024 07:30PM ET,DAL,17.02
PG/SG,Marcus Smart (36930285),Marcus Smart,36930285,PG/SG/G/UTIL,4400,MEM@BOS 12/07/2024 08:00PM ET,MEM,23.48
PF,Peyton Watson (36930282),Peyton Watson,36930282,PF/F/UTIL,4400,DEN@WAS 12/07/2024 07:00PM ET,DEN,19.24
PG/SG,Carlton Carrington (36930293),Carlton Carrington,36930293,PG/SG/G/UTIL,4400,DEN@WAS 12/07/2024 07:00PM ET,WAS,22.91
PF/C,Oso Ighodaro (36930289),Oso Ighodaro,36930289,PF/C/F/UTIL,4400,PHX@MIA 12/07/2024 08:00PM ET,PHX,12.14
C,Luke Kornet (36930297),Luke Kornet,36930297,C/UTIL,4300,MEM@BOS 12/07/2024 08:00PM ET,BOS,15.79
C,Marvin Bagley III (36930299),Marvin Bagley III,36930299,C/UTIL,4300,DEN@WAS 12/07/2024 07:00PM ET,WAS,8.05
C,Bruno Fernando (36930310),Bruno Fernando,36930310,C/UTIL,4200,DAL@TOR 12/07/2024 07:30PM ET,TOR,10.83
C,Mason Plumlee (36930301),Mason Plumlee,36930301,C/UTIL,4200,PHX@MIA 12/07/2024 08:00PM ET,PHX,16.21
SG,Duncan Robinson (36930303),Duncan Robinson,36930303,SG/G/UTIL,4200,PHX@MIA 12/07/2024 08:00PM ET,MIA,18.33
SF/PF,Ausar Thompson (36930306),Ausar Thompson,36930306,SF/PF/F/UTIL,4200,DET@NYK 12/07/2024 07:30PM ET,DET,15.45
PF/C,Brandon Clarke (36930316),Brandon Clarke,36930316,PF/C/F/UTIL,4100,MEM@BOS 12/07/2024 08:00PM ET,MEM,15.80
C,Neemias Queta (36930320),Neemias Queta,36930320,C/UTIL,4100,MEM@BOS 12/07/2024 08:00PM ET,BOS,15.64
C,Jonathan Mogbo (36930322),Jonathan Mogbo,36930322,C/UTIL,4100,DAL@TOR 12/07/2024 07:30PM ET,TOR,15.39
PG/SG,Cason Wallace (36930312),Cason Wallace,36930312,PG/SG/G/UTIL,4100,OKC@NOP 12/07/2024 07:00PM ET,OKC,19.36
PF,Vince Williams Jr. (36930333),Vince Williams Jr.,36930333,PF/F/UTIL,4000,MEM@BOS 12/07/2024 08:00PM ET,MEM,14.75
PF,Chris Boucher (36930328),Chris Boucher,36930328,PF/F/UTIL,4000,DAL@TOR 12/07/2024 07:30PM ET,TOR,19.16
C,Jeremiah Robinson-Earl (36930331),Jeremiah Robinson-Earl,36930331,C/UTIL,4000,OKC@NOP 12/07/2024 07:00PM ET,NOP,17.16
PG/SG,Miles McBride (36930324),Miles McBride,36930324,PG/SG/G/UTIL,4000,DET@NYK 12/07/2024 07:30PM ET,NYK,21.59
SG/SF,Jaylen Wells (36930336),Jaylen Wells,36930336,SG/SF/F/G/UTIL,3900,MEM@BOS 12/07/2024 08:00PM ET,MEM,20.70
PG,Scotty Pippen Jr. (36930351),Scotty Pippen Jr.,36930351,PG/G/UTIL,3900,MEM@BOS 12/07/2024 08:00PM ET,MEM,26.47
SF/PF,Kyshawn George (36930347),Kyshawn George,36930347,SF/PF/F/UTIL,3900,DEN@WAS 12/07/2024 07:00PM ET,WAS,19.47
PG/SG,Jaden Hardy (36930356),Jaden Hardy,36930356,PG/SG/G/UTIL,3900,DAL@TOR 12/07/2024 07:30PM ET,DAL,11.16
SF/PF,Aaron Wiggins (36930341),Aaron Wiggins,36930341,SF/PF/F/UTIL,3900,OKC@NOP 12/07/2024 07:00PM ET,OKC,19.54
C,Mitchell Robinson (36930345),Mitchell Robinson,36930345,C/UTIL,3900,DET@NYK 12/07/2024 07:30PM ET,NYK,0
C,Isaiah Stewart (36930354),Isaiah Stewart,36930354,C/UTIL,3900,DET@NYK 12/07/2024 07:30PM ET,DET,20.17
SG,Ja'Kobe Walter (36930365),Ja'Kobe Walter,36930365,SG/G/UTIL,3800,DAL@TOR 12/07/2024 07:30PM ET,TOR,13.75
SG/SF,Isaiah Joe (36930360),Isaiah Joe,36930360,SG/SF/F/G/UTIL,3800,OKC@NOP 12/07/2024 07:00PM ET,OKC,18.46
SG/SF,Tim Hardaway Jr. (36930368),Tim Hardaway Jr.,36930368,SG/SF/F/G/UTIL,3800,DET@NYK 12/07/2024 07:30PM ET,DET,15.56
SF/PF,Jake LaRavia (36930385),Jake LaRavia,36930385,SF/PF/F/UTIL,3700,MEM@BOS 12/07/2024 08:00PM ET,MEM,23.02
SF/PF,Haywood Highsmith (36930378),Haywood Highsmith,36930378,SF/PF/F/UTIL,3700,PHX@MIA 12/07/2024 08:00PM ET,MIA,17.21
SF,Josh Okogie (36930389),Josh Okogie,36930389,SF/F/UTIL,3700,PHX@MIA 12/07/2024 08:00PM ET,PHX,15.80
SG/SF,Alex Caruso (36930373),Alex Caruso,36930373,SG/SF/F/G/UTIL,3700,OKC@NOP 12/07/2024 07:00PM ET,OKC,17.32
PF,Javonte Green (36930382),Javonte Green,36930382,PF/F/UTIL,3700,OKC@NOP 12/07/2024 07:00PM ET,NOP,15.94
PF/C,Precious Achiuwa (36930392),Precious Achiuwa,36930392,PF/C/F/UTIL,3700,DET@NYK 12/07/2024 07:30PM ET,NYK,7.5
PG,Jared Butler (36930398),Jared Butler,36930398,PG/G/UTIL,3600,DEN@WAS 12/07/2024 07:00PM ET,WAS,9.8
C,Kevin Love (36930396),Kevin Love,36930396,C/UTIL,3600,PHX@MIA 12/07/2024 08:00PM ET,MIA,19.15
PG/SG,Cameron Payne (36930401),Cameron Payne,36930401,PG/SG/G/UTIL,3600,DET@NYK 12/07/2024 07:30PM ET,NYK,18.34
SF,Justin Champagnie (36930405),Justin Champagnie,36930405,SF/F/UTIL,3500,DEN@WAS 12/07/2024 07:00PM ET,WAS,7.92
PG/SG,Davion Mitchell (36930408),Davion Mitchell,36930408,PG/SG/G/UTIL,3400,DAL@TOR 12/07/2024 07:30PM ET,TOR,19.15
PF,Ryan Dunn (36930412),Ryan Dunn,36930412,PF/F/UTIL,3400,PHX@MIA 12/07/2024 08:00PM ET,PHX,12.96
PF/C,Kenrich Williams (36930415),Kenrich Williams,36930415,PF/C/F/UTIL,3400,OKC@NOP 12/07/2024 07:00PM ET,OKC,13
C,Jay Huff (36930422),Jay Huff,36930422,C/UTIL,3300,MEM@BOS 12/07/2024 08:00PM ET,MEM,17.22
PG,Ajay Mitchell (36930424),Ajay Mitchell,36930424,PG/G/UTIL,3300,OKC@NOP 12/07/2024 07:00PM ET,OKC,11.61
PG,Marcus Sasser (36930419),Marcus Sasser,36930419,PG/G/UTIL,3300,DET@NYK 12/07/2024 07:30PM ET,DET,11.80
SG/SF,Luke Kennard (36930437),Luke Kennard,36930437,SG/SF/F/G/UTIL,3200,MEM@BOS 12/07/2024 08:00PM ET,MEM,15.96
PF/C,Maxi Kleber (36930427),Maxi Kleber,36930427,PF/C/F/UTIL,3200,DAL@TOR 12/07/2024 07:30PM ET,DAL,7.32
SF,Pelle Larsson (36930434),Pelle Larsson,36930434,SF/F/UTIL,3200,PHX@MIA 12/07/2024 08:00PM ET,MIA,12
PF,Simone Fontecchio (36930431),Simone Fontecchio,36930431,PF/F/UTIL,3200,DET@NYK 12/07/2024 07:30PM ET,DET,12.61
PF,Drew Peterson (36930447),Drew Peterson,36930447,PF/F/UTIL,3100,MEM@BOS 12/07/2024 08:00PM ET,BOS,7.21
SG/SF,Julian Strawther (36930442),Julian Strawther,36930442,SG/SF/F/G/UTIL,3100,DEN@WAS 12/07/2024 07:00PM ET,DEN,15.16
SF,Jamison Battle (36930455),Jamison Battle,36930455,SF/F/UTIL,3100,DAL@TOR 12/07/2024 07:30PM ET,TOR,11.20
C,Dwight Powell (36930461),Dwight Powell,36930461,C/UTIL,3100,DAL@TOR 12/07/2024 07:30PM ET,DAL,7.13
PG,Monte Morris (36930458),Monte Morris,36930458,PG/G/UTIL,3100,PHX@MIA 12/07/2024 08:00PM ET,PHX,10.5
C,Jericho Sims (36930450),Jericho Sims,36930450,C/UTIL,3100,DET@NYK 12/07/2024 07:30PM ET,NYK,8.90
SF,Ronald Holland II (36930452),Ronald Holland II,36930452,SF/F/UTIL,3100,DET@NYK 12/07/2024 07:30PM ET,DET,11.62
SF,Anton Watson (36930472),Anton Watson,36930472,SF/F/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,BOS,0
SG/SF,Baylor Scheierman (36930494),Baylor Scheierman,36930494,SG/SF/F/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,BOS,3.55
PF/C,Xavier Tillman (36930499),Xavier Tillman,36930499,PF/C/F/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,BOS,5.33
SG/SF,Jordan Walsh (36930503),Jordan Walsh,36930503,SG/SF/F/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,BOS,4.20
PG,JD Davison (36930508),JD Davison,36930508,PG/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,BOS,1.75
SG/SF,Jaden Springer (36930511),Jaden Springer,36930511,SG/SF/F/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,BOS,3.36
PG,Yuki Kawamura (36930588),Yuki Kawamura,36930588,PG/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,MEM,1.79
C,Colin Castleton (36930591),Colin Castleton,36930591,C/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,MEM,2.04
SG,Cam Spencer (36930593),Cam Spencer,36930593,SG/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,MEM,4.5
SG/SF,John Konchar (36930596),John Konchar,36930596,SG/SF/F/G/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,MEM,8.66
PF,Gregory Jackson (36930601),Gregory Jackson,36930601,PF/F/UTIL,3000,MEM@BOS 12/07/2024 08:00PM ET,MEM,0
C,Tristan Vukcevic (36930463),Tristan Vukcevic,36930463,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,WAS,0
PF/C,Anthony Gill (36930468),Anthony Gill,36930468,PF/C/F/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,WAS,4.9
C,Dario Saric (36930485),Dario Saric,36930485,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,10.48
SG/SF,Spencer Jones (36930487),Spencer Jones,36930487,SG/SF/F/G/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,2.62
C,Zeke Nnaji (36930492),Zeke Nnaji,36930492,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,2.55
SG/SF,Johnny Davis (36930578),Johnny Davis,36930578,SG/SF/F/G/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,WAS,5.52
C,Richaun Holmes (36930583),Richaun Holmes,36930583,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,WAS,7.08
PF,Patrick Baldwin Jr. (36930585),Patrick Baldwin Jr.,36930585,PF/F/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,WAS,4.64
C,DeAndre Jordan (36930678),DeAndre Jordan,36930678,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,8
PG/SG,Trey Alexander (36930680),Trey Alexander,36930680,PG/SG/G/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,1.66
SF/PF,Hunter Tyson (36930684),Hunter Tyson,36930684,SF/PF/F/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,6
C,PJ Hall (36930688),PJ Hall,36930688,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,0.5
PG/SG,Jalen Pickett (36930690),Jalen Pickett,36930690,PG/SG/G/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,0
C,Vlatko Cancar (36930694),Vlatko Cancar,36930694,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,5.12
C,DaRon Holmes II (36930696),DaRon Holmes II,36930696,C/UTIL,3000,DEN@WAS 12/07/2024 07:00PM ET,DEN,0
SG,Garrett Temple (36930567),Garrett Temple,36930567,SG/G/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,TOR,3.44
PG,Jamal Shead (36930570),Jamal Shead,36930570,PG/G/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,TOR,10.58
C,Ulrich Chomche (36930573),Ulrich Chomche,36930573,C/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,TOR,3.25
PG,D.J. Carton (36930575),D.J. Carton,36930575,PG/G/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,TOR,3.62
PF/C,Markieff Morris (36930656),Markieff Morris,36930656,PF/C/F/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,DAL,5.25
PG,Jazian Gortman (36930660),Jazian Gortman,36930660,PG/G/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,DAL,2.35
SF/PF,Olivier-Maxence Prosper (36930663),Olivier-Maxence Prosper,36930663,SF/PF/F/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,DAL,3.73
PG,Brandon Williams (36930667),Brandon Williams,36930667,PG/G/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,DAL,2.6
SG/SF,Kessler Edwards (36930670),Kessler Edwards,36930670,SG/SF/F/G/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,DAL,-0.12
SF,Dante Exum (36930675),Dante Exum,36930675,SF/F/UTIL,3000,DAL@TOR 12/07/2024 07:30PM ET,DAL,0
PF,Nikola Jovic (36930465),Nikola Jovic,36930465,PF/F/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,16.5
PG/SG,Alec Burks (36930481),Alec Burks,36930481,PG/SG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,11.69
C,Thomas Bryant (36930550),Thomas Bryant,36930550,C/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,11.31
SF,Keshad Johnson (36930552),Keshad Johnson,36930552,SF/F/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,2.25
PG,Josh Christopher (36930555),Josh Christopher,36930555,PG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,0
PG,Dru Smith (36930558),Dru Smith,36930558,PG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,12.07
PG/SG,Josh Richardson (36930561),Josh Richardson,36930561,PG/SG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,10.25
C,Kel'el Ware (36930565),Kel'el Ware,36930565,C/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,MIA,6.05
PG,TyTy Washington Jr. (36930640),TyTy Washington Jr.,36930640,PG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,PHX,6.58
SF,Jalen Bridges (36930643),Jalen Bridges,36930643,SF/F/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,PHX,0.62
PF/C,Bol Bol (36930646),Bol Bol,36930646,PF/C/F/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,PHX,5.46
SG,Damion Lee (36930650),Damion Lee,36930650,SG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,PHX,7.94
PG,Collin Gillespie (36930653),Collin Gillespie,36930653,PG/G/UTIL,3000,PHX@MIA 12/07/2024 08:00PM ET,PHX,3.5
C,Trey Jemison (36930475),Trey Jemison,36930475,C/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,NOP,8.56
PF/C,Karlo Matkovic (36930477),Karlo Matkovic,36930477,PF/C/F/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,NOP,5.3
PG/SG,Antonio Reeves (36930541),Antonio Reeves,36930541,PG/SG/G/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,NOP,8.46
SF,Jamal Cain (36930545),Jamal Cain,36930545,SF/F/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,NOP,11.65
C,Daniel Theis (36930548),Daniel Theis,36930548,C/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,NOP,11.32
C,Branden Carlson (36930622),Branden Carlson,36930622,C/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,5.25
PF,Dillon Jones (36930624),Dillon Jones,36930624,PF/F/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,6.72
PG,Adam Flagler (36930627),Adam Flagler,36930627,PG/G/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,2.64
SF,Alex Ducas (36930630),Alex Ducas,36930630,SF/F/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,0
C,Ousmane Dieng (36930633),Ousmane Dieng,36930633,C/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,10.03
PG,Nikola Topic (36930635),Nikola Topic,36930635,PG/G/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,0
C,Jaylin Williams (36930638),Jaylin Williams,36930638,C/UTIL,3000,OKC@NOP 12/07/2024 07:00PM ET,OKC,0
PG,Boo Buie (36930516),Boo Buie,36930516,PG/G/UTIL,3000,DET@NYK 12/07/2024 07:30PM ET,NYK,0
C,Ariel Hukporti (36930519),Ariel Hukporti,36930519,C/UTIL,3000,DET@NYK 12/07/2024 07:30PM ET,NYK,5.25
SG/SF,Matt Ryan (36930521),Matt Ryan,36930521,SG/SF/F/G/UTIL,3000,DET@NYK 12/07/2024 07:30PM ET,NYK,1.53
SG/SF,Pacome Dadiet (36930526),Pacome Dadiet,36930526,SG/SF/F/G/UTIL,3000,DET@NYK 12/07/2024 07:30PM ET,NYK,4.61
