Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Bogdan Bogdanovic (36971231),Bogdan Bogdanovic,36971231,SG/SF/F/G/UTIL,4900,ATL@NYK 12/11/2024 07:00PM ET,ATL,23.08
PG/SG,Brandin Podziemski (36971236),Brandin Podziemski,36971236,PG/SG/G/UTIL,4800,GSW@HOU 12/11/2024 09:30PM ET,GSW,21.14
C,Onyeka Okongwu (36971240),Onyeka Okongwu,36971240,C/UTIL,4700,ATL@NYK 12/11/2024 07:00PM ET,ATL,24.74
SG,Buddy Hield (36971242),Buddy Hield,36971242,SG/G/UTIL,4500,GSW@HOU 12/11/2024 09:30PM ET,GSW,24.21
SF,Dillon Brooks (36971245),Dillon Brooks,36971245,SF/F/UTIL,4400,GSW@HOU 12/11/2024 09:30PM ET,HOU,22.07
SF,Zaccharie Risacher (36971248),Zaccharie Risacher,36971248,SF/F/UTIL,4300,ATL@NYK 12/11/2024 07:00PM ET,ATL,21.09
PG/SG,Miles McBride (36971251),Miles McBride,36971251,PG/SG/G/UTIL,4100,ATL@NYK 12/11/2024 07:00PM ET,NYK,21.33
C,Kevon Looney (36971257),Kevon Looney,36971257,C/UTIL,4000,GSW@HOU 12/11/2024 09:30PM ET,GSW,20.02
C,Mitchell Robinson (36971255),Mitchell Robinson,36971255,C/UTIL,4000,ATL@NYK 12/11/2024 07:00PM ET,NYK,0
C,Trayce Jackson-Davis (36971263),Trayce Jackson-Davis,36971263,C/UTIL,3800,GSW@HOU 12/11/2024 09:30PM ET,GSW,18.15
PF/C,Larry Nance Jr. (36971259),Larry Nance Jr.,36971259,PF/C/F/UTIL,3800,ATL@NYK 12/11/2024 07:00PM ET,ATL,17.05
PF/C,Precious Achiuwa (36971265),Precious Achiuwa,36971265,PF/C/F/UTIL,3600,ATL@NYK 12/11/2024 07:00PM ET,NYK,18
SG/SF,Lindy Waters III (36971269),Lindy Waters III,36971269,SG/SF/F/G/UTIL,3500,GSW@HOU 12/11/2024 09:30PM ET,GSW,12.49
C,Steven Adams (36971274),Steven Adams,36971274,C/UTIL,3400,GSW@HOU 12/11/2024 09:30PM ET,HOU,8.38
PG,Aaron Holiday (36971276),Aaron Holiday,36971276,PG/G/UTIL,3400,GSW@HOU 12/11/2024 09:30PM ET,HOU,8.25
SF/PF,Kyle Anderson (36971283),Kyle Anderson,36971283,SF/PF/F/UTIL,3300,GSW@HOU 12/11/2024 09:30PM ET,GSW,14.92
SF,Gary Payton II (36971287),Gary Payton II,36971287,SF/F/UTIL,3300,GSW@HOU 12/11/2024 09:30PM ET,GSW,11.80
PG/SG,Cameron Payne (36971279),Cameron Payne,36971279,PG/SG/G/UTIL,3300,ATL@NYK 12/11/2024 07:00PM ET,NYK,17.89
SF/PF,Jae'Sean Tate (36971290),Jae'Sean Tate,36971290,SF/PF/F/UTIL,3200,GSW@HOU 12/11/2024 09:30PM ET,HOU,6.75
PG/SG,Vit Krejci (36971294),Vit Krejci,36971294,PG/SG/G/UTIL,3200,ATL@NYK 12/11/2024 07:00PM ET,ATL,8.48
C,Jericho Sims (36971298),Jericho Sims,36971298,C/UTIL,3200,ATL@NYK 12/11/2024 07:00PM ET,NYK,8.55
PG/SG,Reed Sheppard (36971300),Reed Sheppard,36971300,PG/SG/G/UTIL,3100,GSW@HOU 12/11/2024 09:30PM ET,HOU,8.76
PG/SG,Moses Moody (36971304),Moses Moody,36971304,PG/SG/G/UTIL,3100,GSW@HOU 12/11/2024 09:30PM ET,GSW,12.38
SG/SF,Garrison Mathews (36971308),Garrison Mathews,36971308,SG/SF/F/G/UTIL,3100,ATL@NYK 12/11/2024 07:00PM ET,ATL,13.75
PG/SF,Nate Williams (36971313),Nate Williams,36971313,PG/SF/F/G/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,HOU,4.42
SG,Jack McVeigh (36971318),Jack McVeigh,36971318,SG/G/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,HOU,2.83
PF/C,Jeff Green (36971321),Jeff Green,36971321,PF/C/F/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,HOU,4
C,Jock Landale (36971325),Jock Landale,36971325,C/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,HOU,10.68
SF/PF,Cam Whitmore (36971327),Cam Whitmore,36971327,SF/PF/F/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,HOU,8.72
C,N'Faly Dante (36971331),N'Faly Dante,36971331,C/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,HOU,0
SG,Gui Santos (36971358),Gui Santos,36971358,SG/G/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,GSW,2.67
PG,Pat Spencer (36971361),Pat Spencer,36971361,PG/G/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,GSW,5.68
PG,Reece Beekman (36971364),Reece Beekman,36971364,PG/G/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,GSW,3.38
C,Quinten Post (36971367),Quinten Post,36971367,C/UTIL,3000,GSW@HOU 12/11/2024 09:30PM ET,GSW,0
PG,Boo Buie (36971333),Boo Buie,36971333,PG/G/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,NYK,0
C,Ariel Hukporti (36971336),Ariel Hukporti,36971336,C/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,NYK,6.04
SG/SF,Matt Ryan (36971338),Matt Ryan,36971338,SG/SF/F/G/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,NYK,1.53
SG/SF,Pacome Dadiet (36971343),Pacome Dadiet,36971343,SG/SF/F/G/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,NYK,4.61
SF/PF,Jacob Toppin (36971348),Jacob Toppin,36971348,SF/PF/F/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,NYK,1.18
PG,Tyler Kolek (36971352),Tyler Kolek,36971352,PG/G/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,NYK,5.81
PG,Keaton Wallace (36971372),Keaton Wallace,36971372,PG/G/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,ATL,11.79
C,Mouhamed Gueye (36971375),Mouhamed Gueye,36971375,C/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,ATL,2
C,Dominick Barlow (36971377),Dominick Barlow,36971377,C/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,ATL,0.5
PF,David Roddy (36971379),David Roddy,36971379,PF/F/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,ATL,12.14
PG,Kobe Bufkin (36971382),Kobe Bufkin,36971382,PG/G/UTIL,3000,ATL@NYK 12/11/2024 07:00PM ET,ATL,11.28
