Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Toumani Camara (36862173),Toumani Camara,36862173,SF/PF/F/UTIL,4700,DAL@POR 12/01/2024 09:00PM ET,POR,22.61
SF/PF,Rui Hachimura (36862185),Rui Hachimura,36862185,SF/PF/F/UTIL,4500,LAL@UTA 12/01/2024 08:00PM ET,LAL,24.14
PG/SG,Keon Ellis (36862189),Keon Ellis,36862189,PG/SG/G/UTIL,4500,SAS@SAC 12/01/2024 09:00PM ET,SAC,15.41
PG/SG,Dalano Banton (36862181),Dalano Banton,36862181,PG/SG/G/UTIL,4500,DAL@POR 12/01/2024 09:00PM ET,POR,19.83
SF/PF,Harrison Barnes (36862196),Harrison Barnes,36862196,SF/PF/F/UTIL,4400,SAS@SAC 12/01/2024 09:00PM ET,SAS,21.63
PG,Spencer Dinwiddie (36862193),Spencer Dinwiddie,36862193,PG/G/UTIL,4400,DAL@POR 12/01/2024 09:00PM ET,DAL,15.28
C,Jaxson Hayes (36862208),Jaxson Hayes,36862208,C/UTIL,4300,LAL@UTA 12/01/2024 08:00PM ET,LAL,15.27
SF,Dillon Brooks (36862205),Dillon Brooks,36862205,SF/F/UTIL,4300,OKC@HOU 12/01/2024 07:00PM ET,HOU,21.16
SG/SF,Quentin Grimes (36862200),Quentin Grimes,36862200,SG/SF/F/G/UTIL,4300,DAL@POR 12/01/2024 09:00PM ET,DAL,16.15
PG,D'Angelo Russell (36862213),D'Angelo Russell,36862213,PG/G/UTIL,4200,LAL@UTA 12/01/2024 08:00PM ET,LAL,24.91
PF/C,Kyle Filipowski (36862216),Kyle Filipowski,36862216,PF/C/F/UTIL,4200,LAL@UTA 12/01/2024 08:00PM ET,UTA,17.64
SG/SF,Isaiah Joe (36862220),Isaiah Joe,36862220,SG/SF/F/G/UTIL,4200,OKC@HOU 12/01/2024 07:00PM ET,OKC,18.07
PG,Kevin Porter Jr. (36862210),Kevin Porter Jr.,36862210,PG/G/UTIL,4200,DEN@LAC 12/01/2024 10:00PM ET,LAC,18.79
C,Jarred Vanderbilt (36862229),Jarred Vanderbilt,36862229,C/UTIL,4100,LAL@UTA 12/01/2024 08:00PM ET,LAL,0
SG/SF,Alex Caruso (36862231),Alex Caruso,36862231,SG/SF/F/G/UTIL,4100,OKC@HOU 12/01/2024 07:00PM ET,OKC,16.92
PG/SG,Kris Dunn (36862225),Kris Dunn,36862225,PG/SG/G/UTIL,4100,DEN@LAC 12/01/2024 10:00PM ET,LAC,19.02
SF/PF,Aaron Wiggins (36862240),Aaron Wiggins,36862240,SF/PF/F/UTIL,4000,OKC@HOU 12/01/2024 07:00PM ET,OKC,18.68
PG/SG,Jaden Hardy (36862236),Jaden Hardy,36862236,PG/SG/G/UTIL,4000,DAL@POR 12/01/2024 09:00PM ET,DAL,11.03
C,Christian Wood (36862248),Christian Wood,36862248,C/UTIL,3900,LAL@UTA 12/01/2024 08:00PM ET,LAL,0
PF/C,Jabari Walker (36862244),Jabari Walker,36862244,PF/C/F/UTIL,3900,DAL@POR 12/01/2024 09:00PM ET,POR,8.02
SF,Brice Sensabaugh (36862261),Brice Sensabaugh,36862261,SF/F/UTIL,3800,LAL@UTA 12/01/2024 08:00PM ET,UTA,13.56
PG/SG,Cason Wallace (36862250),Cason Wallace,36862250,PG/SG/G/UTIL,3800,OKC@HOU 12/01/2024 07:00PM ET,OKC,18.24
PF,Jae Crowder (36862254),Jae Crowder,36862254,PF/F/UTIL,3800,SAS@SAC 12/01/2024 09:00PM ET,SAC,15
SF/PF,Amir Coffey (36862257),Amir Coffey,36862257,SF/PF/F/UTIL,3800,DEN@LAC 12/01/2024 10:00PM ET,LAC,16.18
C,Charles Bassey (36862269),Charles Bassey,36862269,C/UTIL,3600,SAS@SAC 12/01/2024 09:00PM ET,SAS,10.46
PF,Derrick Jones Jr. (36862264),Derrick Jones Jr.,36862264,PF/F/UTIL,3600,DEN@LAC 12/01/2024 10:00PM ET,LAC,19.21
C,Duop Reath (36862267),Duop Reath,36862267,C/UTIL,3600,DAL@POR 12/01/2024 09:00PM ET,POR,2.82
SG/SF,Julian Strawther (36862271),Julian Strawther,36862271,SG/SF/F/G/UTIL,3500,DEN@LAC 12/01/2024 10:00PM ET,DEN,15.74
SG/SF,Rayan Rupert (36862276),Rayan Rupert,36862276,SG/SF/F/G/UTIL,3500,DAL@POR 12/01/2024 09:00PM ET,POR,7.16
SG/SF,Svi Mykhailiuk (36862281),Svi Mykhailiuk,36862281,SG/SF/F/G/UTIL,3400,LAL@UTA 12/01/2024 08:00PM ET,UTA,7.42
SF/PF,Cam Reddish (36862289),Cam Reddish,36862289,SF/PF/F/UTIL,3400,LAL@UTA 12/01/2024 08:00PM ET,LAL,10.79
PF,Doug McDermott (36862286),Doug McDermott,36862286,PF/F/UTIL,3400,SAS@SAC 12/01/2024 09:00PM ET,SAC,4.83
SG/SF,Johnny Juzang (36862293),Johnny Juzang,36862293,SG/SF/F/G/UTIL,3300,LAL@UTA 12/01/2024 08:00PM ET,UTA,11.03
PG,Ajay Mitchell (36862302),Ajay Mitchell,36862302,PG/G/UTIL,3300,OKC@HOU 12/01/2024 07:00PM ET,OKC,11.67
PG,Tre Jones (36862305),Tre Jones,36862305,PG/G/UTIL,3300,SAS@SAC 12/01/2024 09:00PM ET,SAS,12.93
SG/SF,Terance Mann (36862308),Terance Mann,36862308,SG/SF/F/G/UTIL,3300,DEN@LAC 12/01/2024 10:00PM ET,LAC,15.26
PF/C,Maxi Kleber (36862298),Maxi Kleber,36862298,PF/C/F/UTIL,3300,DAL@POR 12/01/2024 09:00PM ET,DAL,7.59
C,Drew Eubanks (36862313),Drew Eubanks,36862313,C/UTIL,3200,LAL@UTA 12/01/2024 08:00PM ET,UTA,12.36
SF,Max Christie (36862321),Max Christie,36862321,SF/F/UTIL,3200,LAL@UTA 12/01/2024 08:00PM ET,LAL,10.83
C,Alex Len (36862319),Alex Len,36862319,C/UTIL,3200,SAS@SAC 12/01/2024 09:00PM ET,SAC,7.45
PF/C,Sandro Mamukelashvili (36862324),Sandro Mamukelashvili,36862324,PF/C/F/UTIL,3200,SAS@SAC 12/01/2024 09:00PM ET,SAS,10.18
PF/C,Nicolas Batum (36862315),Nicolas Batum,36862315,PF/C/F/UTIL,3200,DEN@LAC 12/01/2024 10:00PM ET,LAC,11.61
PF,Micah Potter (36862330),Micah Potter,36862330,PF/F/UTIL,3100,LAL@UTA 12/01/2024 08:00PM ET,UTA,23.88
PG/SG,Reed Sheppard (36862335),Reed Sheppard,36862335,PG/SG/G/UTIL,3100,OKC@HOU 12/01/2024 07:00PM ET,HOU,8.92
PF/C,Kenrich Williams (36862343),Kenrich Williams,36862343,PF/C/F/UTIL,3100,OKC@HOU 12/01/2024 07:00PM ET,OKC,12
PF/C,Isaac Jones (36862339),Isaac Jones,36862339,PF/C/F/UTIL,3100,SAS@SAC 12/01/2024 09:00PM ET,SAC,5.2
PG/SG,Blake Wesley (36862347),Blake Wesley,36862347,PG/SG/G/UTIL,3100,SAS@SAC 12/01/2024 09:00PM ET,SAS,8.48
C,DeAndre Jordan (36862328),DeAndre Jordan,36862328,C/UTIL,3100,DEN@LAC 12/01/2024 10:00PM ET,DEN,8
C,Mo Bamba (36862333),Mo Bamba,36862333,C/UTIL,3100,DEN@LAC 12/01/2024 10:00PM ET,LAC,15.57
PG,Isaiah Collier (36862351),Isaiah Collier,36862351,PG/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,UTA,11.33
SF,Cody Williams (36862354),Cody Williams,36862354,SF/F/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,UTA,9.11
PG,Patty Mills (36862357),Patty Mills,36862357,PG/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,UTA,8.56
C,Christian Koloko (36862362),Christian Koloko,36862362,C/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,6.3
PG,Quincy Olivari (36862364),Quincy Olivari,36862364,PG/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,0
SG/SF,David Jones (36862392),David Jones,36862392,SG/SF/F/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,UTA,0
C,Oscar Tshiebwe (36862397),Oscar Tshiebwe,36862397,C/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,UTA,17.75
PG/SG,Gabe Vincent (36862490),Gabe Vincent,36862490,PG/SG/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,5.95
PF,Maxwell Lewis (36862494),Maxwell Lewis,36862494,PF/F/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,0.31
PF,Armel Traore (36862497),Armel Traore,36862497,PF/F/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,2.17
PG,Jalen Hood-Schifino (36862500),Jalen Hood-Schifino,36862500,PG/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,0
PG,Bronny James (36862503),Bronny James,36862503,PG/G/UTIL,3000,LAL@UTA 12/01/2024 08:00PM ET,LAL,1.71
PG,Aaron Holiday (36862402),Aaron Holiday,36862402,PG/G/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,7.39
PG/SF,Nate Williams (36862405),Nate Williams,36862405,PG/SF/F/G/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,4.42
SG,Jack McVeigh (36862410),Jack McVeigh,36862410,SG/G/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,2.83
SF/PF,Jae'Sean Tate (36862413),Jae'Sean Tate,36862413,SF/PF/F/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,6.19
PF/C,Jeff Green (36862417),Jeff Green,36862417,PF/C/F/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,4
C,Jock Landale (36862421),Jock Landale,36862421,C/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,10.68
SF/PF,Cam Whitmore (36862423),Cam Whitmore,36862423,SF/PF/F/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,8.72
C,N'Faly Dante (36862427),N'Faly Dante,36862427,C/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,0
C,Steven Adams (36862429),Steven Adams,36862429,C/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,HOU,7.81
C,Branden Carlson (36862506),Branden Carlson,36862506,C/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,3.5
PF,Dillon Jones (36862508),Dillon Jones,36862508,PF/F/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,5.92
PG,Adam Flagler (36862511),Adam Flagler,36862511,PG/G/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,2.69
SF,Alex Ducas (36862514),Alex Ducas,36862514,SF/F/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,0
C,Ousmane Dieng (36862517),Ousmane Dieng,36862517,C/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,10.03
PG,Nikola Topic (36862519),Nikola Topic,36862519,PG/G/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,0
C,Jaylin Williams (36862522),Jaylin Williams,36862522,C/UTIL,3000,OKC@HOU 12/01/2024 07:00PM ET,OKC,0
SG/SF,Colby Jones (36862446),Colby Jones,36862446,SG/SF/F/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAC,2.80
PG,Jordan McLaughlin (36862451),Jordan McLaughlin,36862451,PG/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAC,6.17
C,Orlando Robinson (36862454),Orlando Robinson,36862454,C/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAC,5.67
SG,Mason Jones (36862456),Mason Jones,36862456,SG/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAC,5.17
PF,Isaiah Crawford (36862459),Isaiah Crawford,36862459,PF/F/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAC,0
PG,Devin Carter (36862462),Devin Carter,36862462,PG/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAC,0
PF,Riley Minix (36862548),Riley Minix,36862548,PF/F/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAS,2.5
PF,Harrison Ingram (36862551),Harrison Ingram,36862551,PF/F/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAS,1.25
SG/SF,Sidy Cissoko (36862554),Sidy Cissoko,36862554,SG/SF/F/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAS,2.5
PG/SG,David Duke Jr. (36862559),David Duke Jr.,36862559,PG/SG/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAS,6
SG/SF,Malaki Branham (36862563),Malaki Branham,36862563,SG/SF/F/G/UTIL,3000,SAS@SAC 12/01/2024 09:00PM ET,SAS,12.20
C,Dario Saric (36862360),Dario Saric,36862360,C/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,10.48
SG,Cam Christie (36862367),Cam Christie,36862367,SG/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,0
PF/C,Kai Jones (36862370),Kai Jones,36862370,PF/C/F/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,6.36
SG/SF,Jordan Miller (36862374),Jordan Miller,36862374,SG/SF/F/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,11.52
PG,Bones Hyland (36862379),Bones Hyland,36862379,PG/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,8.32
SG,Trentyn Flowers (36862382),Trentyn Flowers,36862382,SG/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,0
PF/C,Kobe Brown (36862385),Kobe Brown,36862385,PF/C/F/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,6.93
PF,P.J. Tucker (36862389),P.J. Tucker,36862389,PF/F/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,LAC,0
SG/SF,Spencer Jones (36862465),Spencer Jones,36862465,SG/SF/F/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,2.62
PG/SG,Trey Alexander (36862470),Trey Alexander,36862470,PG/SG/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,1.66
SF/PF,Hunter Tyson (36862474),Hunter Tyson,36862474,SF/PF/F/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,6
C,Zeke Nnaji (36862478),Zeke Nnaji,36862478,C/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,2.81
C,PJ Hall (36862480),PJ Hall,36862480,C/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,0.5
PG/SG,Jalen Pickett (36862482),Jalen Pickett,36862482,PG/SG/G/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,0
C,Vlatko Cancar (36862486),Vlatko Cancar,36862486,C/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,5.12
C,DaRon Holmes II (36862488),DaRon Holmes II,36862488,C/UTIL,3000,DEN@LAC 12/01/2024 10:00PM ET,DEN,0
SG,Taze Moore (36862431),Taze Moore,36862431,SG/G/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,POR,10.5
SG,Bryce McGowens (36862434),Bryce McGowens,36862434,SG/G/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,POR,0
PF,Justin Minaya (36862437),Justin Minaya,36862437,PF/F/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,POR,1.25
SF,Kris Murray (36862440),Kris Murray,36862440,SF/F/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,POR,10.18
PF,Matisse Thybulle (36862443),Matisse Thybulle,36862443,PF/F/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,POR,0
PF/C,Markieff Morris (36862524),Markieff Morris,36862524,PF/C/F/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,5
PG,Jazian Gortman (36862528),Jazian Gortman,36862528,PG/G/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,2.35
C,Dwight Powell (36862531),Dwight Powell,36862531,C/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,6.6
SF/PF,Olivier-Maxence Prosper (36862533),Olivier-Maxence Prosper,36862533,SF/PF/F/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,3.32
PG,Brandon Williams (36862537),Brandon Williams,36862537,PG/G/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,2.6
SG/SF,Kessler Edwards (36862540),Kessler Edwards,36862540,SG/SF/F/G/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,-0.12
SF,Dante Exum (36862545),Dante Exum,36862545,SF/F/UTIL,3000,DAL@POR 12/01/2024 09:00PM ET,DAL,0
