Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Jalen Duren (36855011),Jalen Duren,36855011,C/UTIL,6600,PHI@DET 11/30/2024 07:00PM ET,DET,28.43
C,Brook Lopez (36855016),Brook Lopez,36855016,C/UTIL,6500,WAS@MIL 11/30/2024 08:00PM ET,MIL,29.31
C,Jusuf Nurkic (36855018),Jusuf Nurkic,36855018,C/UTIL,6400,GSW@PHX 11/30/2024 09:00PM ET,PHX,26.30
C,Walker Kessler (36855020),Walker Kessler,36855020,C/UTIL,6300,DAL@UTA 11/30/2024 09:30PM ET,UTA,31.15
SF/PF,Andrew Wiggins (36855022),Andrew Wiggins,36855022,SF/PF/F/UTIL,6300,GSW@PHX 11/30/2024 09:00PM ET,GSW,30.33
PF,Tobias Harris (36855026),Tobias Harris,36855026,PF/F/UTIL,6200,PHI@DET 11/30/2024 07:00PM ET,DET,29.94
PF/C,Bobby Portis (36855029),Bobby Portis,36855029,PF/C/F/UTIL,6100,WAS@MIL 11/30/2024 08:00PM ET,MIL,26.31
SG/SF,Malik Beasley (36855033),Malik Beasley,36855033,SG/SF/F/G/UTIL,6000,PHI@DET 11/30/2024 07:00PM ET,DET,25.02
PG,Keyonte George (36855038),Keyonte George,36855038,PG/G/UTIL,5900,DAL@UTA 11/30/2024 09:30PM ET,UTA,29.60
C,Daniel Gafford (36855041),Daniel Gafford,36855041,C/UTIL,5900,DAL@UTA 11/30/2024 09:30PM ET,DAL,25.81
SF,Bilal Coulibaly (36855043),Bilal Coulibaly,36855043,SF/F/UTIL,5900,WAS@MIL 11/30/2024 08:00PM ET,WAS,27.67
SF/PF,Naji Marshall (36855046),Naji Marshall,36855046,SF/PF/F/UTIL,5800,DAL@UTA 11/30/2024 09:30PM ET,DAL,21.90
PG/SG,Malcolm Brogdon (36855050),Malcolm Brogdon,36855050,PG/SG/G/UTIL,5700,WAS@MIL 11/30/2024 08:00PM ET,WAS,22.12
PF/C,Alexandre Sarr (36855054),Alexandre Sarr,36855054,PF/C/F/UTIL,5700,WAS@MIL 11/30/2024 08:00PM ET,WAS,27.25
PG,Tyus Jones (36855058),Tyus Jones,36855058,PG/G/UTIL,5600,GSW@PHX 11/30/2024 09:00PM ET,PHX,28.35
C,Dereck Lively II (36855068),Dereck Lively II,36855068,C/UTIL,5500,DAL@UTA 11/30/2024 09:30PM ET,DAL,25.35
C,Andre Drummond (36855066),Andre Drummond,36855066,C/UTIL,5500,PHI@DET 11/30/2024 07:00PM ET,PHI,22.91
PF/C,Guerschon Yabusele (36855070),Guerschon Yabusele,36855070,PF/C/F/UTIL,5400,PHI@DET 11/30/2024 07:00PM ET,PHI,22.02
SG,Buddy Hield (36855074),Buddy Hield,36855074,SG/G/UTIL,5300,GSW@PHX 11/30/2024 09:00PM ET,GSW,25.74
SF,Kelly Oubre Jr. (36855080),Kelly Oubre Jr.,36855080,SF/F/UTIL,5200,PHI@DET 11/30/2024 07:00PM ET,PHI,23.90
SF,Saddiq Bey (36855083),Saddiq Bey,36855083,SF/F/UTIL,5100,WAS@MIL 11/30/2024 08:00PM ET,WAS,0
PG/SG,Carlton Carrington (36855086),Carlton Carrington,36855086,PG/SG/G/UTIL,5000,WAS@MIL 11/30/2024 08:00PM ET,WAS,23.72
SF/PF,Royce O'Neale (36855090),Royce O'Neale,36855090,SF/PF/F/UTIL,5000,GSW@PHX 11/30/2024 09:00PM ET,PHX,24.47
PF,Jonathan Kuminga (36855094),Jonathan Kuminga,36855094,PF/F/UTIL,4900,GSW@PHX 11/30/2024 09:00PM ET,GSW,24.56
PF,Caleb Martin (36855097),Caleb Martin,36855097,PF/F/UTIL,4800,PHI@DET 11/30/2024 07:00PM ET,PHI,22.58
C,Jonas Valanciunas (36855100),Jonas Valanciunas,36855100,C/UTIL,4700,WAS@MIL 11/30/2024 08:00PM ET,WAS,26.10
SG/SF,Corey Kispert (36855102),Corey Kispert,36855102,SG/SF/F/G/UTIL,4600,WAS@MIL 11/30/2024 08:00PM ET,WAS,19.34
SG/SF,Quentin Grimes (36855107),Quentin Grimes,36855107,SG/SF/F/G/UTIL,4500,DAL@UTA 11/30/2024 09:30PM ET,DAL,15.26
PG/SG,Brandin Podziemski (36855112),Brandin Podziemski,36855112,PG/SG/G/UTIL,4500,GSW@PHX 11/30/2024 09:00PM ET,GSW,20.19
C,Isaiah Stewart (36855116),Isaiah Stewart,36855116,C/UTIL,4400,PHI@DET 11/30/2024 07:00PM ET,DET,20.98
SF/PF,Kyshawn George (36855118),Kyshawn George,36855118,SF/PF/F/UTIL,4400,WAS@MIL 11/30/2024 08:00PM ET,WAS,20.44
PG,Spencer Dinwiddie (36855126),Spencer Dinwiddie,36855126,PG/G/UTIL,4300,DAL@UTA 11/30/2024 09:30PM ET,DAL,14.38
SF/PF,Ausar Thompson (36855122),Ausar Thompson,36855122,SF/PF/F/UTIL,4300,PHI@DET 11/30/2024 07:00PM ET,DET,14.67
PG/SG,Jaden Hardy (36855129),Jaden Hardy,36855129,PG/SG/G/UTIL,4200,DAL@UTA 11/30/2024 09:30PM ET,DAL,10.97
PF/C,Kyle Filipowski (36855133),Kyle Filipowski,36855133,PF/C/F/UTIL,4200,DAL@UTA 11/30/2024 09:30PM ET,UTA,17.64
SG/SF,Tim Hardaway Jr. (36855137),Tim Hardaway Jr.,36855137,SG/SF/F/G/UTIL,4200,PHI@DET 11/30/2024 07:00PM ET,DET,16.68
SF/PF,Taurean Prince (36855145),Taurean Prince,36855145,SF/PF/F/UTIL,4200,WAS@MIL 11/30/2024 08:00PM ET,MIL,19.88
SF,Josh Okogie (36855142),Josh Okogie,36855142,SF/F/UTIL,4200,GSW@PHX 11/30/2024 09:00PM ET,PHX,15.82
SF/PF,Brice Sensabaugh (36855154),Brice Sensabaugh,36855154,SF/PF/F/UTIL,4100,DAL@UTA 11/30/2024 09:30PM ET,UTA,12.44
SG/SF,Gary Trent Jr. (36855149),Gary Trent Jr.,36855149,SG/SF/F/G/UTIL,4100,WAS@MIL 11/30/2024 08:00PM ET,MIL,14.94
PG/SG,AJ Green (36855161),AJ Green,36855161,PG/SG/G/UTIL,4000,WAS@MIL 11/30/2024 08:00PM ET,MIL,14.02
SG,Grayson Allen (36855158),Grayson Allen,36855158,SG/G/UTIL,4000,GSW@PHX 11/30/2024 09:00PM ET,PHX,17.54
C,Trayce Jackson-Davis (36855165),Trayce Jackson-Davis,36855165,C/UTIL,4000,GSW@PHX 11/30/2024 09:00PM ET,GSW,19.01
SG,Lindy Waters III (36855167),Lindy Waters III,36855167,SG/G/UTIL,3900,GSW@PHX 11/30/2024 09:00PM ET,GSW,13.28
C,Mason Plumlee (36855170),Mason Plumlee,36855170,C/UTIL,3900,GSW@PHX 11/30/2024 09:00PM ET,PHX,15.19
PG,Kyle Lowry (36855172),Kyle Lowry,36855172,PG/G/UTIL,3800,PHI@DET 11/30/2024 07:00PM ET,PHI,17.48
SG/SF,Moses Moody (36855175),Moses Moody,36855175,SG/SF/F/G/UTIL,3800,GSW@PHX 11/30/2024 09:00PM ET,GSW,13.81
SG/SF,Andre Jackson Jr. (36855180),Andre Jackson Jr.,36855180,SG/SF/F/G/UTIL,3700,WAS@MIL 11/30/2024 08:00PM ET,MIL,11.5
SG/SF,Svi Mykhailiuk (36855185),Svi Mykhailiuk,36855185,SG/SF/F/G/UTIL,3600,DAL@UTA 11/30/2024 09:30PM ET,UTA,7.42
C,Drew Eubanks (36855193),Drew Eubanks,36855193,C/UTIL,3500,DAL@UTA 11/30/2024 09:30PM ET,UTA,12.33
SG/SF,Johnny Juzang (36855199),Johnny Juzang,36855199,SG/SF/F/G/UTIL,3500,DAL@UTA 11/30/2024 09:30PM ET,UTA,11.09
PF/C,Maxi Kleber (36855208),Maxi Kleber,36855208,PF/C/F/UTIL,3500,DAL@UTA 11/30/2024 09:30PM ET,DAL,7.55
PG,Marcus Sasser (36855190),Marcus Sasser,36855190,PG/G/UTIL,3500,PHI@DET 11/30/2024 07:00PM ET,DET,10.83
SF/PF,Pat Connaughton (36855204),Pat Connaughton,36855204,SF/PF/F/UTIL,3500,WAS@MIL 11/30/2024 08:00PM ET,MIL,13.09
PF/C,Oso Ighodaro (36855195),Oso Ighodaro,36855195,PF/C/F/UTIL,3500,GSW@PHX 11/30/2024 09:00PM ET,PHX,11.54
SG/SF,Gary Payton II (36855212),Gary Payton II,36855212,SG/SF/F/G/UTIL,3500,GSW@PHX 11/30/2024 09:00PM ET,GSW,10.96
PF/C,Micah Potter (36855223),Micah Potter,36855223,PF/C/F/UTIL,3400,DAL@UTA 11/30/2024 09:30PM ET,UTA,35.5
SF/PF,KJ Martin (36855219),KJ Martin,36855219,SF/PF/F/UTIL,3400,PHI@DET 11/30/2024 07:00PM ET,PHI,10.45
PF,Simone Fontecchio (36855227),Simone Fontecchio,36855227,PF/F/UTIL,3400,PHI@DET 11/30/2024 07:00PM ET,DET,12.43
C,Kevon Looney (36855217),Kevon Looney,36855217,C/UTIL,3400,GSW@PHX 11/30/2024 09:00PM ET,GSW,19.12
PG,Isaiah Collier (36855240),Isaiah Collier,36855240,PG/G/UTIL,3300,DAL@UTA 11/30/2024 09:30PM ET,UTA,12.04
SF,Ronald Holland II (36855243),Ronald Holland II,36855243,SF/F/UTIL,3300,PHI@DET 11/30/2024 07:00PM ET,DET,11.68
PG,Delon Wright (36855233),Delon Wright,36855233,PG/G/UTIL,3300,WAS@MIL 11/30/2024 08:00PM ET,MIL,10.02
PF,Ryan Dunn (36855230),Ryan Dunn,36855230,PF/F/UTIL,3300,GSW@PHX 11/30/2024 09:00PM ET,PHX,13.13
SF/PF,Kyle Anderson (36855236),Kyle Anderson,36855236,SF/PF/F/UTIL,3300,GSW@PHX 11/30/2024 09:00PM ET,GSW,15.97
C,Oscar Tshiebwe (36855260),Oscar Tshiebwe,36855260,C/UTIL,3200,DAL@UTA 11/30/2024 09:30PM ET,UTA,17.75
SG/SF,Ricky Council IV (36855251),Ricky Council IV,36855251,SG/SF/F/G/UTIL,3200,PHI@DET 11/30/2024 07:00PM ET,PHI,6.79
PG/SG,Wendell Moore Jr. (36855256),Wendell Moore Jr.,36855256,PG/SG/G/UTIL,3200,PHI@DET 11/30/2024 07:00PM ET,DET,12.72
SG/SF,Johnny Davis (36855246),Johnny Davis,36855246,SG/SF/F/G/UTIL,3200,WAS@MIL 11/30/2024 08:00PM ET,WAS,5.35
SF,Cody Williams (36855269),Cody Williams,36855269,SF/F/UTIL,3100,DAL@UTA 11/30/2024 09:30PM ET,UTA,9.11
PG,Reggie Jackson (36855262),Reggie Jackson,36855262,PG/G/UTIL,3100,PHI@DET 11/30/2024 07:00PM ET,PHI,10.94
PF/C,Anthony Gill (36855265),Anthony Gill,36855265,PF/C/F/UTIL,3100,WAS@MIL 11/30/2024 08:00PM ET,WAS,5.12
SG/SF,David Jones (36855296),David Jones,36855296,SG/SF/F/G/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,UTA,0
PG,Patty Mills (36855301),Patty Mills,36855301,PG/G/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,UTA,8.56
PF/C,Markieff Morris (36855357),Markieff Morris,36855357,PF/C/F/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,5
PG,Jazian Gortman (36855361),Jazian Gortman,36855361,PG/G/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,1.94
C,Dwight Powell (36855364),Dwight Powell,36855364,C/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,7.07
SF/PF,Olivier-Maxence Prosper (36855366),Olivier-Maxence Prosper,36855366,SF/PF/F/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,3.65
PG,Brandon Williams (36855370),Brandon Williams,36855370,PG/G/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,2.6
SG/SF,Kessler Edwards (36855373),Kessler Edwards,36855373,SG/SF/F/G/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,-0.17
SF,Dante Exum (36855378),Dante Exum,36855378,SF/F/UTIL,3000,DAL@UTA 11/30/2024 09:30PM ET,DAL,0
SG,Eric Gordon (36855272),Eric Gordon,36855272,SG/G/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,PHI,9.83
C,Cole Swider (36855307),Cole Swider,36855307,C/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,DET,2
PG/SG,Alondes Williams (36855309),Alondes Williams,36855309,PG/SG/G/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,DET,7
PG,Daniss Jenkins (36855313),Daniss Jenkins,36855313,PG/G/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,DET,0
C,Paul Reed (36855316),Paul Reed,36855316,C/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,DET,9.56
PF,Bobi Klintman (36855318),Bobi Klintman,36855318,PF/F/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,DET,0
SF,Justin Edwards (36855381),Justin Edwards,36855381,SF/F/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,PHI,8
PG/SG,Jeff Dowtin (36855384),Jeff Dowtin,36855384,PG/SG/G/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,PHI,5.69
C,Adem Bona (36855388),Adem Bona,36855388,C/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,PHI,3.16
PG/SF,Lester Quinones (36855390),Lester Quinones,36855390,PG/SF/F/G/UTIL,3000,PHI@DET 11/30/2024 07:00PM ET,PHI,5
C,Tristan Vukcevic (36855275),Tristan Vukcevic,36855275,C/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,WAS,0
SG,Stanley Umude (36855321),Stanley Umude,36855321,SG/G/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,2.15
PF,Chris Livingston (36855324),Chris Livingston,36855324,PF/F/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,2.25
PG,Ryan Rollins (36855327),Ryan Rollins,36855327,PG/G/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,8.64
C,Liam Robbins (36855330),Liam Robbins,36855330,C/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,2.19
SG,AJ Johnson (36855332),AJ Johnson,36855332,SG/G/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,1.06
PG/SF,Marjon Beauchamp (36855335),Marjon Beauchamp,36855335,PG/SF/F/G/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,2.75
PF,Tyler Smith (36855340),Tyler Smith,36855340,PF/F/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,MIL,3.56
PG,Jared Butler (36855395),Jared Butler,36855395,PG/G/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,WAS,9.42
PF,Patrick Baldwin Jr. (36855398),Patrick Baldwin Jr.,36855398,PF/F/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,WAS,4.64
C,Richaun Holmes (36855401),Richaun Holmes,36855401,C/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,WAS,4.25
C,Marvin Bagley III (36855403),Marvin Bagley III,36855403,C/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,WAS,6.93
SF,Justin Champagnie (36855405),Justin Champagnie,36855405,SF/F/UTIL,3000,WAS@MIL 11/30/2024 08:00PM ET,WAS,2
PG,Monte Morris (36855277),Monte Morris,36855277,PG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,PHX,9.48
PG,TyTy Washington Jr. (36855280),TyTy Washington Jr.,36855280,PG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,PHX,6.58
SF,Jalen Bridges (36855283),Jalen Bridges,36855283,SF/F/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,PHX,0.62
PF/C,Bol Bol (36855286),Bol Bol,36855286,PF/C/F/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,PHX,4.55
SG,Damion Lee (36855290),Damion Lee,36855290,SG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,PHX,7.94
PG,Collin Gillespie (36855293),Collin Gillespie,36855293,PG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,PHX,3.5
SG,Gui Santos (36855343),Gui Santos,36855343,SG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,GSW,2.67
PG,Pat Spencer (36855346),Pat Spencer,36855346,PG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,GSW,5
PG,Reece Beekman (36855349),Reece Beekman,36855349,PG/G/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,GSW,3.38
C,Quinten Post (36855352),Quinten Post,36855352,C/UTIL,3000,GSW@PHX 11/30/2024 09:00PM ET,GSW,0
